,Gender Identity,Income Range,Racial Or Ethnic Identity,Education Level,Age Range,Favorite Mobile Gaming Genres,Mobile Gaming Frequency,Explanation
1750,Male,$61-100k,Asian,Bachelor's Degree,21-24,Card; Strategy; Simulation; Adventure; Action,,"These two characters look the most interesting to me. I like the character that has the 2 dogs, I imagine she might have them as a summon of some kind, the other charcter with the skateboard might have a lot of mobility, overall very interesting."
1751,Male,$101k+,White,High School,35-44,Simulation; Strategy; Puzzle,,"I like the firefighter because it's relatable, and expected to be strong and wield an axe.  His shield looks neat, like he could also have some defensive capabilities.  The woman with the dogs is interesting because the dogs could add some complicated mechanics that make for good strategy game play."
1752,Male,$101k+,White,Bachelor's Degree,35-44,Racing; Arcade; Board; Adventure; Action,,These two had some amazing and very very lethal looking weaponry and something about their stance and faces that really look like they mean business.
1753,Male,$61-100k,White,Bachelor's Degree,45-54,Family; Puzzle; Action; Role Playing; Strategy,,"The fireman looks robust and seems somewhat realistic. The punk with the chainsaw in 2 also seems realistic in a post-apocalyptic mindset. How would the females pictured here maintain those looks, its not remotely realistic."
1754,Male,$31-60k,White,Bachelor's Degree,35-44,Casino; Puzzle; Trivia,,I like the fireman character the best and he is the only one that really stands out to me. I like that he is still dressed in his job from before the zombie apocalypse and I like the weapon he has chosen. I think the two women are too bright and flashy. I don't care for the skateboard or the dogs. I also think  the chainsaw guy looks too much like a zombie and I don't care for the head style.
1755,Male,$31-60k,White,Bachelor's Degree,35-44,Action; Adventure; Casino; Music; Sports,,I like these two characters the most for this game because they are compelling with the way they look and their attitudes are tough and bold and I also like their costumes and weaponry.
1756,Male,$61-100k,White,Bachelor's Degree,35-44,Action; Trivia; Card; Casino; Sports,,I like the girl with the dogs I think any character that has dogs is cool and fun to play with. I like the apocalyptic fireman also it's very well designed
1757,Male,$61-100k,Hispanic,Bachelor's Degree,25-34,Strategy; Sports; Action; Role Playing; Racing,,I think that these two characters are well prepared to go into battle in a setting like this. One has his chainsaw and the other and th eother has the two dos with her weapon of choice as well.
1758,Male,$61-100k,White,Graduate Degree,35-44,Adventure; Strategy; Role Playing,,I only like the firefighter.  He looks pretty cool.  The others seem silly.
1759,Male,$0-30k,White,High School,35-44,Action; Adventure; Arcade; Role Playing; Puzzle,,"There are two very different styles at play here. The more grounded, although still slightly outlandish firefighter and logger, and the over the top cyberpunk like style of the other two. I much rather play something slightly more grounded."
1760,Male,$101k+,White,Bachelor's Degree,35-44,Puzzle; Sports; Strategy,,I really only like the firefighter because he has a relatable role in society and also seems like he would be really resourceful when it comes to fighting zombies.  I like that he transformed his regular gear into weapons and that he is really big and tough looking.
1761,Male,$31-60k,White,High School,25-34,Action; Casino; Arcade; Trivia,,"I think that all of these characters offer fun features that would be a blast to use in a game about zombies. I am especially drawn to the chainsaw man, this looks like it would be very effective at killing zombies. I think that these characters are very detailed and look really nice."
1762,Male,$101k+,White,Bachelor's Degree,35-44,Action; Adventure; Puzzle; Role Playing; Strategy,,I chose the firefighter as my favorite because I can relate to a person being a firefighter.  My second favorite character is a skateboarder because it looks like a kid and I think it would be fun to play a zombie game with a kid.
1763,Male,$31-60k,White,High School,35-44,Simulation; Puzzle; Card; Board; Adventure,,He looks like he is straight out of a horror movie and she looks like she is from the walking dead.
1764,Male,$61-100k,Hispanic,Graduate Degree,45-54,Arcade; Sports; Card; Puzzle,,"I would pick these two as the most interesting of the four options.  My 1st pick is the skater girl because that is a character you wouldn't necessarily think of as dealing with zombies, but think it could be an interesting character to play the game with.  2nd choice is more because of the dogs that are the characters companions in the image.  Like to see how that would unfold in the game."
1765,Male,$61-100k,White,Graduate Degree,35-44,Trivia; Puzzle; Educational; Board; Action,,I just really like the 2 dogs but I really like the big guy also I think they'd play the best characters depending on their listed strengths and weaknesses
1766,Male,$61-100k,White,Bachelor's Degree,35-44,Word; Puzzle; Strategy; Adventure; Action,,"i like the big shield on the guy, it looks scary, and i like the idea of having dogs with you"
1767,Male,$101k+,White,Bachelor's Degree,35-44,Casino; Trivia; Word; Action; Arcade,,I am not a fan fo these characters if they are supposed to be heroes.  The fashionista with dogs she would never have.  The fireman who looks like a bad guy.  The others I can give or take
1768,Male,$101k+,White,Graduate Degree,25-34,Card; Role Playing; Strategy; Sports; Casino,,"I like the thought of playing as a fireman in the concept of this game, so that'd be my first option. My second option gives off some Harley Quinn vibes, which I also think would be fun to play a character as."
1769,Male,$31-60k,White,Bachelor's Degree,25-34,Casino; Adventure; Strategy,,My top two look the most unique and have a freestyle vibe to them that would look fun to play as in a zombie game
1770,Male,$31-60k,White,High School,25-34,Action; Adventure; Arcade; Racing; Simulation,,I love these characters the most because they are the most badass looking characters and would be the most fun to play with.
1771,Male,$0-30k,White,Bachelor's Degree,25-34,Trivia; Strategy,,I think that my first choice would be really fun and enjoyable to play as.  It looks like a character I would normally choose and would hav efun playing as.
1772,Male,$61-100k,White,Bachelor's Degree,35-44,Casino; Adventure; Racing; Sports; Word,,These are the 2 figures that stand out the most to me but I would probably not buy the figures because I am not much of a figure collector.
1773,Male,$61-100k,White,Graduate Degree,35-44,Adventure; Puzzle; Racing; Role Playing; Simulation,,"The last option has a chainsaw, and the second choice with the dogs seems to have a crossbow.  Both are ready for action against zombies!"
1774,Male,$0-30k,White,Bachelor's Degree,35-44,Action; Adventure; Strategy; Role Playing; Simulation,,The firefighter is the only one I like. He looks normal.
1775,Male,$61-100k,Asian,Graduate Degree,25-34,Action; Adventure; Arcade; Racing; Sports,,I clicked on the two characters that I would like to play as in a zombie-themed apocalyptical game.  I liked the man with the chainsaw and the woman with the two dogs.
1776,Male,$31-60k,White,Graduate Degree,35-44,Strategy; Action; Adventure; Arcade; Role Playing,,"The chainsaw in my top choice is striking and intimidating. I like the purple color scheme of my second choice, which caught ky eye. Overall it's a nice set of designs for sure!"
1777,Male,$0-30k,White,Bachelor's Degree,25-34,Sports,,"These two are the characters that I like the most because they both go together well and fit with what I feel like would be a more whacky, fun, vibrant and bright post-apocalyptic survival/zombie-themed game that would have a Borderlands type vibe to it. I like the look of the skateboarder girl because she seems like she would be a little badass who wouldn't take shit from anyone. I dig how her hair looks. The other choice looks like she would be really cool as well. I like her style and hair. The giant gun and two dogs fit with her as well."
